Depression level,Mood Level,Gender,Age Range,Category,Recommendation,Link
Moderately Severe,Anxious,Male,45-54,Mindfulness and Relaxation Techniques,Deal with Depression by Dr. Hansaji Yogendra,https://youtu.be/Bk0lzv8hEU8?si=V6N1MMmjYfupWH2I
Moderate,Calm,Prefer not to say,55-65,Mindfulness and Relaxation Techniques,Asanas to Overcome Depression by Dr. Hansaji Yogendra,https://youtu.be/7DoQMnmo0v8?feature=shared
Moderate,Calm,Male,25-34,Mindfulness and Relaxation Techniques,How to remain calm under pressure according Buddhism,https://youtu.be/qIDX-OkQvIM?si=FZCZVaXgHm_7lvAU
Minimal,Sad,Female,25-34,Mindfulness and Relaxation Techniques,"7 Signs It's not Depression, But Sadness",https://youtu.be/Jjyx6cMdu7M?si=7V4hToptjwTei1B8
Moderate,Anxious,Prefer not to say,25-34,Mindfulness and Relaxation Techniques,How Meditation Helped Me with Depression â€“ Motivation,https://insighttimer.com/spikegillespie/guided-meditations/intro-how-meditation-helped-me-with-depression
Moderate,Scared,Male,45-54,Mindfulness and Relaxation Techniques,How Meditation Helped Me with Depression,https://insighttimer.com/spikegillespie/guided-meditations/intro-how-meditation-helped-me-with-depression
Moderate,Confused,Female,45-54,Mindfulness and Relaxation Techniques,Tibetan Flute Healing Stops Overthinking,https://www.youtube.com/live/Wi_dQEtX4AQ?si=Movm1k2ssbpACoMu
Moderately Severe,Neutral,Female,15-19,Mindfulness and Relaxation Techniques,Daily Calm | 10 Minute Mindfulness Meditation | Be Present,https://www.youtube.com/watch?v=ZToicYcHIOU
Mild,Happy,Female,15-19,Mindfulness and Relaxation Techniques,ASMR Relaxing & Satisfying Video for Deep Sleep & Mental Massage,https://www.youtube.com/watch?v=TTXcHEMfLb4
Minimal,Confused,Male,20-24,Mindfulness and Relaxation Techniques,What To Do When You Are Confused | Sadhguru,https://www.youtube.com/watch?v=uHM1redKS2Q
Minimal,Anxious,Prefer not to say,15-19,Mindfulness and Relaxation Techniques,How To Be Calm and Peaceful Within | Buddhism In English,https://www.youtube.com/watch?v=sm0i1Y4g_zA
Minimal,Anxious,Male,15-19,Mindfulness and Relaxation Techniques,How to remain calm under pressure... Buddhism In English,https://www.youtube.com/watch?v=qIDX-OkQvIM
Moderately Severe,Sad,Male,20-24,Mindfulness and Relaxation Techniques,Inner Peace & Happiness: Guided Meditation,https://www.youtube.com/watch?v=94IFuiy8TPM
Moderate,Scared,Prefer not to say,55-65,Mindfulness and Relaxation Techniques,Guided Meditation When Feeling Scared,https://www.youtube.com/watch?v=CY8zCVMkpbQ
Minimal,Scared,Female,25-34,Mindfulness and Relaxation Techniques,Releasing Fear | Free Guided Meditation from Stress | Dr. Judith Orloff | Monday Meditations,https://www.youtube.com/watch?v=jTaR0h5XQ0g
Mild,Confused,Prefer not to say,35-44,Mindfulness and Relaxation Techniques,10-Minute Meditation For Beginners,https://www.youtube.com/watch?v=U9YKY7fdwyg
Moderately Severe,Scared,Prefer not to say,15-19,Mindfulness and Relaxation Techniques,Guided meditation for anxiety,https://www.youtube.com/watch?v=4pLUleLdwY4
Mild,Happy,Female,25-34,Mindfulness and Relaxation Techniques,Daily calm meditation,https://www.youtube.com/watch?v=ZToicYcHIOU
Minimal,Happy,Prefer not to say,20-24,Mindfulness and Relaxation Techniques,Being present guided meditation,https://www.youtube.com/watch?v=ZToicYcHIOU
Moderately Severe,Neutral,Prefer not to say,55-65,Mindfulness and Relaxation Techniques,Yoga for anxiety and stress,https://www.youtube.com/watch?v=bJJWArRfKa0
Moderate,Confused,Prefer not to say,15-19,Mindfulness and Relaxation Techniques,Breathing exercises for relaxation,https://www.youtube.com/watch?v=odADwWzHR24
Mild,Sad,Prefer not to say,55-65,Mindfulness and Relaxation Techniques,Meditation for beginners,https://www.youtube.com/watch?v=U9YKY7fdwyg
Minimal,Anxious,Prefer not to say,15-19,Mindfulness and Relaxation Techniques,Breathing exercises for anxiety,https://www.youtube.com/watch?v=odADwWzHR24
Severe,Scared,Prefer not to say,55-65,Mindfulness and Relaxation Techniques,Guided imagery for relaxation,https://www.youtube.com/watch?v=6TywQETck8E
Mild,Happy,Male,25-34,Mindfulness and Relaxation Techniques,Progressive Muscle Relaxation,https://www.youtube.com/watch?v=ihO02wUzgkc
Minimal,Confused,Male,35-44,Mindfulness and Relaxation Techniques,Mindfulness Meditation,https://www.youtube.com/watch?v=6p_yaNFSYao
Moderately Severe,Anxious,Male,55-65,Mindfulness and Relaxation Techniques,Guided Imagery Meditation,https://www.youtube.com/watch?v=Tvs7JNV8NDA
Moderate,Happy,Male,25-34,Mindfulness and Relaxation Techniques,Body Scan Meditation,https://www.youtube.com/watch?v=15q-N-_kkrU
Mild,Calm,Male,55-65,Mindfulness and Relaxation Techniques,Loving Kindness Meditation,https://www.youtube.com/watch?v=sDi40FQcaIU
Minimal,Sad,Male,25-34,Mindfulness and Relaxation Techniques,Transformative Guided Gratitude Breath Meditation for Inner Peace and J,https://www.youtube.com/watch?v=oow-3i003Ms
Severe,Scared,Male,55-65,Mindfulness and Relaxation Techniques,Walking Meditation,https://www.youtube.com/watch?v=aCwEwz1xU2M
Mild,Happy,Male,25-34,Mindfulness and Relaxation Techniques,Progressive Muscle Relaxation,https://www.youtube.com/watch?v=Z95gPdFC7GM
Minimal,Sad,Male,25-34,Mindfulness and Relaxation Techniques,Morning Meditation for Positivity,https://www.youtube.com/watch?v=G1z5P4zHTJM
Severe,Scared,Male,55-65,Mindfulness and Relaxation Techniques,Walking Meditation,https://www.youtube.com/watch?v=uzOh2ZZp3dg
Moderately Severe,Confused,Prefer not to say,25-34,Mindfulness and Relaxation Techniques,Walking Meditation,https://www.youtube.com/watch?v=8PFKIu3pl0k
Moderate,Anxious,Prefer not to say,35-44,Mindfulness and Relaxation Techniques,Body Scan Meditation,https://www.youtube.com/watch?v=15q-N-_kkrU
Mild,Happy,Prefer not to say,45-54,Mindfulness and Relaxation Techniques,Loving-Kindness Meditation,https://www.youtube.com/watch?v=9C4RlCQ7ohs
Minimal,Calm,Prefer not to say,55-65,Mindfulness and Relaxation Techniques,Daily Calm 10 Minute Mindfulness Meditation,https://www.youtube.com/watch?v=ZToicYcHIOU
Severe,Sad,Prefer not to say,15-19,Mindfulness and Relaxation Techniques,Progressive Muscle Relaxation,https://www.youtube.com/watch?v=D7QoBABZu8k
Moderate,Scared,Prefer not to say,25-34,Mindfulness and Relaxation Techniques,Self-Breathing Meditation,https://www.youtube.com/watch?v=enJyOTvEn4M
Mild,Neutral,Prefer not to say,35-44,Mindfulness and Relaxation Techniques,Breathing Exercises for Relaxation,https://www.youtube.com/shorts/03Q4mNDztt4
Minimal,Confused,Prefer not to say,45-54,Mindfulness and Relaxation Techniques,Walking Meditation,https://www.youtube.com/watch?v=uzOh2ZZp3dg
Severe,Sad,Male,15-19,Mindfulness and Relaxation Techniques,Breathing Exercises for Anxiety,https://www.youtube.com/watch?v=odADwWzHR24
Moderate,Confused,Prefer not to say,45-54,Mindfulness and Relaxation Techniques,Try square breathing,https://www.youtube.com/watch?v=tEmt1Znux58
Moderately Severe,Anxious,Female,15-19,Mindfulness and Relaxation Techniques,Gratitude meditation,https://ggia.berkeley.edu/practice/gratitude_meditation
Severe,Happy,Male,20-24,Mindfulness and Relaxation Techniques,5 Minute Meditation You Can Do Anywhere,https://www.youtube.com/watch?v=inpok4MKVLM
Mild,Sad,Prefer not to say,25-34,Mindfulness and Relaxation Techniques,Listen to relaxing nature sounds,https://www.youtube.com/watch?v=lE6RYpe9IT0
Minimal,Sad,Female,15-19,Mindfulness and Relaxation Techniques,Guided Meditation,https://www.youtube.com/watch?v=mZxcw2rPWxU
Mild,Anxious,Male,35-44,Mindfulness and Relaxation Techniques,Living for TODAY - A Guided Mindfulness Meditation Session,https://www.youtube.com/watch?v=6uDnFtMnOpg
Mild,Confused,Female,35-44,Mindfulness and Relaxation Techniques,deep breathing exercises,https://youtu.be/ybl3Cou9pTc?si=JueNIfJQhDPqdNml
Moderate,Calm,Prefer not to say,25-34,Mindfulness and Relaxation Techniques,How to stay calm when you know you'll be stressed by Daniel Levitin,https://youtu.be/8jPQjjsBbIc?si=er4JIPtOHUd2lZdd
Minimal,Anxious,Female,25-34,Mindfulness and Relaxation Techniques,How to remain calm under pressure according to Buddhism,https://youtu.be/qIDX-OkQvIM?si=w_IorHrknzueP877
Moderate,Anxious,Female,35-44,Mindfulness and Relaxation Techniques,Meditation for Anxiety - Yoga with Adriene,https://youtu.be/4pLUleLdwY4?si=nJitL1pBs60ujJhF
Mild,Confused,Prefer not to say,45-54,Mindfulness and Relaxation Techniques,5 ways to Deal with Depression by Dr. Hansaji Yogendra,https://youtu.be/Bk0lzv8hEU8?si=V6N1MMmjYfupWH2I
Moderately Severe,Anxious,Male,45-54,Mindfulness and Relaxation Techniques,Guided Mindfulness Meditation,https://youtu.be/O3Ku-cpdSJM
Moderate,Calm,Prefer not to say,55-65,Mindfulness and Relaxation Techniques,Guided Meditation,https://www.mindful.org/category/meditation/guided-meditation/
Moderate,Calm,Male,25-34,Mindfulness and Relaxation Techniques,How to remain calm under pressure according Buddhism,https://youtu.be/qIDX-OkQvIM?si=FZCZVaXgHm_7lvAU
Minimal,Sad,Female,25-34,Mindfulness and Relaxation Techniques,Mindful Meditation: 5-Minute Deep Breathing Mindful Relaxation,https://www.youtube.com/watch?v=he-tQOnDCWw
Mild,Neutral,Male,45-54,Mindfulness and Relaxation Techniques,Body Scan Meditation - Jon Kabat-Zinn,https://www.youtube.com/watch?v=u4gZgnCy5ew
Moderate,Sad,Female,25-34,Mindfulness and Relaxation Techniques,Yoga For Depression & Anxiety - Yoga With Adriene,https://www.youtube.com/watch?v=Sxddnugwu-8
Moderately Severe,Confused,Male,15-19,Mindfulness and Relaxation Techniques,Free Guided Meditation for Anxiety,https://www.youtube.com/watch?v=inpok4MKVLM
Moderately Severe,Sad,Female,35-44,Mindfulness and Relaxation Techniques,Guided Meditation for Self Love,https://www.youtube.com/watch?v=P-8ALcF8AGE
Moderate,Neutral,Prefer not to say,45-54,Mindfulness and Relaxation Techniques,Overcoming Depression Through Meditation,https://www.health.harvard.edu/mind-and-mood/how-meditation-helps-with-depression
Moderate,Sad,Prefer not to say,45-54,Mindfulness and Relaxation Techniques,Meditation for Depression & Letting Go of Negative Thoughts,https://www.youtube.com/watch?v=eKf_G0ZSmBI
Moderate,Anxious,Female,15-19,Mindfulness and Relaxation Techniques,Guided Imagery Forest Path Meditation,https://www.youtube.com/watch?v=hoKWHs2CSx8
Mild,Neutral,Prefer not to say,45-54,Mindfulness and Relaxation Techniques,Self Compassion Meditation,https://self-compassion.org/guided-self-compassion-meditations-mp3-2/
Moderate,Happy,Male,45-54,Mindfulness and Relaxation Techniques,Live in Peace Knowing Everything Will Be OK,https://www.youtube.com/watch?v=TFOVFd-sXk0
Mild,Neutral,Prefer not to say,35-44,Mindfulness and Relaxation Techniques,Letting Go Body Scan Meditation,https://www.youtube.com/watch?v=U1nEoWX7lhg
Moderate,Sad,Male,55-65,Mindfulness and Relaxation Techniques,Letting go of sadness meditation,https://www.youtube.com/watch?v=DUWTXkjKPyo
Moderate,Calm,Male,45-54,Mindfulness and Relaxation Techniques,35 Minute Full Body STRETCH/YOGA for STRESS & ANXIETY,https://www.youtube.com/watch?v=cTix9GFQQnw
Minimal,Neutral,Female,25-34,Mindfulness and Relaxation Techniques,Soothing Ocean Wave Sounds,https://www.youtube.com/watch?v=vPhg6sc1Mk4
Minimal,Neutral,Female,25-34,Mindfulness and Relaxation Techniques,Accepting Anxiety - Guided Meditation,https://www.youtube.com/watch?v=6arfMc9Aj4k
Moderate,Sad,Male,55-65,Mindfulness and Relaxation Techniques,Overcoming Depression Meditation,https://self-compassion.org/category/exercises/#dealing-with-difficult-emotions
Minimal,Neutral,Female,45-54,Mindfulness and Relaxation Techniques,Daily mindfulness practice for clarity and focus,https://www.youtube.com/watch?v=eGedag0bglU
Severe,Anxious,Female,15-19,Mindfulness and Relaxation Techniques,Grounding techniques for panic attacks,https://www.healthline.com/health/grounding-techniques
Minimal,Neutral,Female,35-44,Mindfulness and Relaxation Techniques,Yoga for depression and anxiety,https://artoflivingretreatcenter.org/blog/7-easy-yoga-poses-for-depression-and-anxiety/
Moderate,Happy,Male,55-65,Mindfulness and Relaxation Techniques,Loving-kindness meditation,https://www.mindful.org/a-loving-kindness-meditation-to-boost-compassion/
Mild,Neutral,Prefer not to say,15-19,Mindfulness and Relaxation Techniques,Morning meditation for clarity,https://goop.com/wellness/mindfulness/guided-meditation-for-morning/
Moderate,Confused,Male,45-54,Mindfulness and Relaxation Techniques,Breathing exercises for anxiety,https://www.uofmhealth.org/health-library/uz2225
Moderate,Neutral,Prefer not to say,15-19,Mindfulness and Relaxation Techniques,Walking meditation practice,https://ggia.berkeley.edu/practice/walking_meditation
Mild,Neutral,Female,20-24,Mindfulness and Relaxation Techniques,Morning meditation for happiness,"https://www.happiness.com/magazine/health-body/morning-meditation/#:~:text=Find%20a%20comfortable%20sitting%20position,parts%20are%20of%20equal%20length."
Minimal,Confused,Female,20-24,Mindfulness and Relaxation Techniques,Morning Meditation - Start Your Day In A Calm Way,https://www.youtube.com/watch?v=-0pBgI6yuwI
Mild,Neutral,Female,15-19,Mindfulness and Relaxation Techniques,Mindfulness Meditation - Guided 10 Minutes,https://www.youtube.com/watch?v=6p_yaNFSYao
Minimal,Sad,Female,35-44,Mindfulness and Relaxation Techniques,Yoga for Complete Beginners,https://www.youtube.com/watch?v=v7AYKMP6rOE&list=PLui6Eyny-UzwxbWCWDbTzEwsZnnROBTIL
Mild,Happy,Female,45-54,Mindfulness and Relaxation Techniques,Feeling Anxious? Try This Grounding Exercise,https://www.urmc.rochester.edu/behavioral-health-partners/bhp-blog/april-2018/5-4-3-2-1-coping-technique-for-anxiety.aspx
Mild,Happy,Female,20-24,Mindfulness and Relaxation Techniques,Try a 5 Minute Guided Meditation,https://www.youtube.com/watch?v=_TvsrNVyMSg
Mild,Sad,Female,20-24,Mindfulness and Relaxation Techniques,5 Minute Timer Guided Breathing Exercise for Anxiety,https://www.youtube.com/watch?v=DbDoBzGY3vo
Mild,Sad,Female,20-24,Mindfulness and Relaxation Techniques,20 Minute Zen Garden Sand Raking - Relaxing ASMR,https://www.youtube.com/watch?v=mfYRGgImhkY
Moderately Severe,Sad,Female,15-19,Mindfulness and Relaxation Techniques,Living Stress-Free: Simple Habits for Happiness,https://www.youtube.com/watch?v=W7_lafxj8ok
Moderate,Sad,Female,45-54,Mindfulness and Relaxation Techniques,Yoga Poses to Improve Your Mood,https://www.youtube.com/watch?v=dmlOV0hZ76w
Moderate,Sad,Female,45-54,Mindfulness and Relaxation Techniques,Yoga for Letting Go with Erin Motz,https://www.youtube.com/watch?v=wbrutThDk7o&list=PLgucfsRJS-Y-deWcDRdRXSRlHAaFZieTL
Moderate,Sad,Female,35-44,Mindfulness and Relaxation Techniques,Morning Yoga For Energy Boost,https://www.youtube.com/watch?v=BPRE9o1cEgk
Moderate,Sad,Female,35-44,Mindfulness and Relaxation Techniques,Yoga for Depression and Anxiety,https://artoflivingretreatcenter.org/blog/7-easy-yoga-poses-for-depression-and-anxiety/
Moderate,Sad,Female,35-44,Mindfulness and Relaxation Techniques,Healing Trauma Meditation,https://www.youtube.com/watch?v=WXzreQ7Svo0
Moderate,Sad,Female,35-44,Mindfulness and Relaxation Techniques,Grounding Techniques for Anxiety,https://www.therapistaid.com/worksheets/grounding-techniques.pdf
Moderate,Sad,Female,35-44,Mindfulness and Relaxation Techniques,Deepak Chopra's 10 Minute Meditation,https://www.youtube.com/watch?v=BiYWp6I-RcE
Moderate,Sad,Female,35-44,Mindfulness and Relaxation Techniques,Try Alternate-Nostril Breathing for Anxiety,https://www.healthline.com/health/alternate-nostril-breathing
Moderate,Sad,Female,35-44,Mindfulness and Relaxation Techniques,Try a 5-Minute Body Scan Meditation,https://ggia.berkeley.edu/practice/body_scan_meditation
Moderate,Sad,Female,35-44,Mindfulness and Relaxation Techniques,"Meditation for Deep Relaxation, Managing Depression, Release Negative Energy, Mental Health",https://www.youtube.com/watch?v=2HdGnqJ3iOw
Moderate,Sad,Female,35-44,Mindfulness and Relaxation Techniques,Guided Meditation for Sadness and Hopelessness,https://www.youtube.com/watch?v=HM7oTRPwtUQ
Moderate,Sad,Female,35-44,Mindfulness and Relaxation Techniques,Letting Go: A Guided Meditation,https://www.youtube.com/watch?v=2DXqMBXmP8Q
Moderate,Sad,Female,35-44,Mindfulness and Relaxation Techniques,Self-Compassion Break Meditation,https://self-compassion.org/category/exercises/#guided-meditations
Moderate,Sad,Female,35-44,Mindfulness and Relaxation Techniques,Release Anger and Fear Meditation,https://www.youtube.com/watch?v=hzvT0vy5cjE
Moderate,Sad,Female,35-44,Mindfulness and Relaxation Techniques,Guided Meditation,https://www.youtube.com/watch?v=czKrFsqgtdc
Moderate,Sad,Female,35-44,Mindfulness and Relaxation Techniques,Mindful Walking Meditation,https://www.youtube.com/watch?v=NfPBlRE4RIc
Moderate,Sad,Female,35-44,Mindfulness and Relaxation Techniques,Self-Compassion Break Meditation Script,https://www.youtube.com/watch?v=3Ax8Y741rxA
Moderately Severe,Confused,Male,15-19,Mindfulness and Relaxation Techniques,Meditation for Anxiety and Depression,https://www.youtube.com/watch?v=6wl4j4gd2WI
Moderate,Sad,Female,35-44,Mindfulness and Relaxation Techniques,Guided Meditation,https://www.youtube.com/watch?v=uwEaQk5VeS4
Moderate,Sad,Female,35-44,Mindfulness and Relaxation Techniques,Guided Meditation for Releasing Negative Thoughts,https://www.youtube.com/watch?v=XFAiVN6WZvI
Moderate,Sad,Female,35-44,Mindfulness and Relaxation Techniques,Body Scan Meditation for Letting Go,https://www.youtube.com/watch?v=U1nEoWX7lhg&t=13s
Moderate,Sad,Female,35-44,Mindfulness and Relaxation Techniques,Self-Compassion Guided Meditation Script,https://self-compassion.org/category/exercises/#guided-meditations
Moderate,Sad,Female,35-44,Mindfulness and Relaxation Techniques,Walking Meditation - 10 Minutes,https://www.youtube.com/watch?v=29sxsubdzj4
Moderate,Sad,Female,35-44,Mindfulness and Relaxation Techniques,Loving Kindness Meditation for Depression Relief,https://ggia.berkeley.edu/practice/loving_kindness_meditation
Mild,Calm,Female,20-24,Mindfulness and Relaxation Techniques,Breathing exercises for anxiety,https://www.youtube.com/watch?v=AeMckI_nfP4
Mild,Neutral,Prefer not to say,15-19,Mindfulness and Relaxation Techniques,Guided Imagery meditation,https://www.youtube.com/watch?v=_ZeEPo8w-n8
Moderately Severe,Sad,Prefer not to say,55-65,Mindfulness and Relaxation Techniques,Morning meditation for positivity,https://youtu.be/P2AUat93a8Q
Mild,Confused,Prefer not to say,15-19,Mindfulness and Relaxation Techniques,Daily mindfulness routine for beginners,https://www.youtube.com/watch?v=cMwSxrkSX3E
Mild,Confused,Prefer not to say,25-34,Mindfulness and Relaxation Techniques,Stress relief through breathing,https://youtu.be/tybOi4hjZFQ
Minimal,Neutral,Male,55-65,Mindfulness and Relaxation Techniques,Morning meditation - gratitude,https://www.youtube.com/watch?v=AXw1Q-40-rU
Moderate,Happy,Male,35-44,Mindfulness and Relaxation Techniques,Overcoming anxiety meditation,https://youtu.be/ZToicYcHIOU
Severe,Happy,Female,20-24,Mindfulness and Relaxation Techniques,Managing anxiety through diet,https://www.medicalnewstoday.com/articles/322652
Mild,Happy,Prefer not to say,45-54,Mindfulness and Relaxation Techniques,Managing worry through mindfulness,https://positivepsychology.com/mindfulness-for-anxiety/
Minimal,Neutral,Male,35-44,Mindfulness and Relaxation Techniques,Walking meditation for grounding,https://ggia.berkeley.edu/practice/walking_meditation
Moderately Severe,Confused,Female,20-24,Mindfulness and Relaxation Techniques,Yoga for emotional balance tutorial,https://www.ekhartyoga.com/classes/yoga-emotional-balance
Moderate,Happy,Prefer not to say,45-54,Mindfulness and Relaxation Techniques,Overcoming OCD intrusive thoughts,https://youtu.be/laeYq51SYA0
Severe,Neutral,Male,35-44,Mindfulness and Relaxation Techniques,Walking meditation tutorial,https://ggia.berkeley.edu/practice/walking_meditation
Mild,Confused,Female,20-24,Mindfulness and Relaxation Techniques,Reducing anxiety through mindfulness,https://www.choosingtherapy.com/mindfulness-for-anxiety/
Minimal,Happy,Prefer not to say,45-54,Mindfulness and Relaxation Techniques,Grounding techniques for anxiety attacks,https://www.healthline.com/health/grounding-techniques
Moderately Severe,Neutral,Male,35-44,Mindfulness and Relaxation Techniques,SELF-CARE ROUTINES - Over 80 Self-Care Ideas,https://www.youtube.com/watch?v=4LSTfMANYqk
Moderate,Confused,Female,20-24,Mindfulness and Relaxation Techniques,Daily grounding mindfulness practices,https://positivepsychology.com/grounding-techniques/
Severe,Happy,Prefer not to say,45-54,Mindfulness and Relaxation Techniques,Letting Go of Anxiety meditation,https://www.youtube.com/watch?v=6arfMc9Aj4k
Mild,Neutral,Male,35-44,Mindfulness and Relaxation Techniques,Accepting Anxiety meditation,"https://www.healthline.com/health/anxiety/meditation-for-anxiety#:~:text=Body%20scan%20meditation&text=Take%20a%20few%20deep%20breaths,it%20feels%20in%20the%20moment."
Moderate,Anxious,Prefer not to say,25-34,Mindfulness and Relaxation Techniques,How Meditation Helped Me with Depression – Motivation,https://insighttimer.com/spikegillespie/guided-meditations/intro-how-meditation-helped-me-with-depression
Moderate,Scared,Male,45-54,Mindfulness and Relaxation Techniques,Guided Mindfulness Meditation to Relax and be Calm,https://www.youtube.com/watch?v=caq8XpjAswo
Moderate,Confused,Female,45-54,Mindfulness and Relaxation Techniques,Tibetan Flute Healing Stops Overthinking,https://www.youtube.com/live/Wi_dQEtX4AQ?si=Movm1k2ssbpACoMu
Moderately Severe,Neutral,Female,15-19,Mindfulness and Relaxation Techniques,Daily Calm | 10 Minute Mindfulness Meditation | Be Present,https://www.youtube.com/watch?v=ZToicYcHIOU
Mild,Happy,Female,15-19,Mindfulness and Relaxation Techniques,ASMR Relaxing & Satisfying Video for Deep Sleep & Mental Massage,https://www.youtube.com/watch?v=TTXcHEMfLb4
Minimal,Confused,Male,20-24,Mindfulness and Relaxation Techniques,What To Do When You Are Confused | Sadhguru,https://www.youtube.com/watch?v=uHM1redKS2Q
Minimal,Anxious,Prefer not to say,15-19,Mindfulness and Relaxation Techniques,How To Be Calm and Peaceful Within | Buddhism In English,https://www.youtube.com/watch?v=sm0i1Y4g_zA
Minimal,Anxious,Male,15-19,Mindfulness and Relaxation Techniques,How to remain calm under pressure... Buddhism In English,https://www.youtube.com/watch?v=qIDX-OkQvIM
Minimal,Neutral,Female,20-24,Motivational Videos,How Meditation Helped Me with Depression Motivation,https://insighttimer.com/spikegillespie/guided-meditations/intro-how-meditation-helped-me-with-depression
Moderate,Confused,Male,20-24,Motivational Videos,Overcome depression & Anxiety,https://youtu.be/ga-MniJxQz8?si=FNY-kCh7hT5wjZKm
Mild,Confused,Female,25-34,Motivational Videos,Overcome Depression & Anxiety,https://youtu.be/ga-MniJxQz8?si=FNY-kCh7hT5wjZKm
Moderately Severe,Scared,Female,25-34,Motivational Videos,How to conquer sadness and depression,https://youtu.be/8aIghRZN32U?si=BGaBle4s2_UtnAGZ
Moderate,Anxious,Prefer not to say,35-44,Motivational Videos,"Stop Overthinking Everything (Steve Harvey, Jim Rohn, Les brown, Tony Robbins) Motivational Speech",https://www.youtube.com/watch?v=4tkOlIsRVVE
Minimal,Happy,Male,20-24,Motivational Videos,How To Be Happy | Buddhism In English,https://youtu.be/JJ9GD0SiwEc?si=WiwhlITEQ7AkKmSl
Mild,Sad,Prefer not to say,25-34,Motivational Videos,When life brakes you - Powerful motivational speech,https://youtu.be/0cwtNOq_k4w?si=aPS0WKTdw4AAPWjW
Moderately Severe,Confused,Female,25-34,Motivational Videos,Don't die before your death by Muniba Mazari,https://youtu.be/meOWV1w2GE8?si=NMNGl87YfeWyj6LU
Mild,Sad,Prefer not to say,20-24,Motivational Videos,The Power Of Positivity,https://youtu.be/HwLK9dBQn0g?si=l9EpZsODY-5U91gp
Minimal,Scared,Male,25-34,Motivational Videos,Erasing Fears & Trauma Based on the Modern Neuroscience of fear,https://youtu.be/31wjVhCcI5Y?si=GBVNY3PrEZYKYehe
Mild,Confused,Male,20-24,Motivational Videos,How to get your brain to focus,https://youtu.be/Hu4Yvq-g7_Y?si=MuvslgiV3J96yRuk
Moderate,Sad,Female,45-54,Motivational Videos,How to conquer sadness and depression,https://youtu.be/8aIghRZN32U?si=BGaBle4s2_UtnAGZ
Minimal,Scared,Female,25-34,Motivational Videos,Priyanka Chopraâ€™s Speech Will Leave You SPEECHLESS â€” Best Life Advice,https://www.youtube.com/watch?v=edIctUyd4RQ
Mild,Scared,Prefer not to say,20-24,Motivational Videos,"FEAR - Best Motivational Video Speeches Compilation for Success, Students & Entrepreneurs",https://www.youtube.com/watch?v=DnS3vDtOkbs
Minimal,Calm,Male,20-24,Motivational Videos,Lone Wolf - Motivational video,https://www.youtube.com/watch?v=gMFc7agO09w
Moderately Severe,Neutral,Male,25-34,Motivational Videos,How To Control Your Mind,https://www.youtube.com/watch?v=_Tqn03eYvBM
Moderate,Anxious,Male,45-54,Motivational Videos,How to Replace Anxiety With Purpose,https://www.youtube.com/watch?v=crUusAyzPxo
Minimal,Calm,Female,25-34,Motivational Videos,MENTAL TOUGHNESS - Focus on Yourself and Improve Your Life,https://www.youtube.com/watch?v=VxMJAOVVDQM
Mild,Confused,Female,20-24,Motivational Videos,TEDx Talk - Ideas about how to be happy,https://www.youtube.com/watch?v=9mbp0DugfCA
Moderate,Neutral,Prefer not to say,35-44,Motivational Videos,Les Brown motivation speech,https://www.youtube.com/watch?v=My1OlYiR69Q
Mild,Calm,Female,35-44,Motivational Videos,TED talk on fulfilment,https://www.youtube.com/watch?v=3CH8JX1eLCE
Minimal,Calm,Female,45-54,Motivational Videos,Inspirational speech on resilience,https://www.youtube.com/watch?v=s8PN_eq35vA
Moderately Severe,Calm,Female,20-24,Motivational Videos,Uplifting speeches compilation,https://www.youtube.com/watch?v=f4KsEUiw3gA
Moderate,Confused,Female,25-34,Motivational Videos,Positive thinking compilation,https://www.youtube.com/watch?v=fpNZZR_W2Io
Mild,Sad,Female,20-24,Motivational Videos,Life changing speeches,https://www.youtube.com/watch?v=BwjnG45zO5U
Minimal,Anxious,Female,25-34,Motivational Videos,Inspirational speeches for success,https://www.youtube.com/watch?v=BwjnG45zO5U
Moderate,Neutral,Female,35-44,Motivational Videos,Jim Carrey - Best Speech Ever (Inspiration For Depression & Hard Times),https://www.youtube.com/watch?v=F2RousymNt0
Mild,Neutral,Female,45-54,Motivational Videos,Best Motivational Video Speeches Compilation,https://www.youtube.com/watch?v=ngO2JPN8OoA
Minimal,Sad,Female,15-19,Motivational Videos,Jocko Willink Motivational Speech,https://www.youtube.com/watch?v=IdTMDpizis8
Moderately Severe,Scared,Female,35-44,Motivational Videos,Believe In Yourself Motivational Video,https://www.youtube.com/watch?v=kz7n9JxHrN0
Moderate,Neutral,Female,15-19,Motivational Videos,When you feel like quitting,https://www.youtube.com/watch?v=2NZDp0E-HFc
Mild,Confused,Female,35-44,Motivational Videos,Denzel Washington Motivational Speech,https://www.youtube.com/watch?v=tbnzAVRZ9Xc
Minimal,Anxious,Female,15-19,Motivational Videos,Kevin Hart Motivational Speech,https://www.youtube.com/watch?v=ZtHl39RjQPk
Moderate,Neutral,Female,35-44,Motivational Videos,Jim Carrey - Best Speech Ever,https://www.youtube.com/watch?v=aWTH7Kp2lfE
Mild,Neutral,Female,45-54,Motivational Videos,You are strong,https://www.youtube.com/watch?v=-GXfLY4-d8w
Moderately Severe,Scared,Female,35-44,Motivational Videos,Believe In Yourself Motivational Video,https://www.youtube.com/watch?v=i5Q02YX2VTw
