,Depression level,Mood Level,Gender,Age Range,Category,Recommendation,Link
216,0.0,2,2,4.0,1,Walking Meditation,https://www.youtube.com/watch?v=uzOh2ZZp3dg
217,4.0,5,1,0.0,1,Breathing Exercises for Anxiety,https://www.youtube.com/watch?v=odADwWzHR24
218,2.0,2,2,4.0,1,Try square breathing,https://www.youtube.com/watch?v=tEmt1Znux58
219,3.0,0,0,0.0,1,Gratitude meditation,https://ggia.berkeley.edu/practice/gratitude_meditation
220,4.0,3,1,1.0,1,5 Minute Meditation You Can Do Anywhere,https://www.youtube.com/watch?v=inpok4MKVLM
221,1.0,5,2,2.0,1,Listen to relaxing nature sounds,https://www.youtube.com/watch?v=lE6RYpe9IT0
222,0.0,5,0,0.0,1,Guided Meditation,https://www.youtube.com/watch?v=mZxcw2rPWxU
223,1.0,0,1,3.0,1,Living for TODAY - A Guided Mindfulness Meditation Session,https://www.youtube.com/watch?v=6uDnFtMnOpg
224,1.0,2,0,3.0,1,deep breathing exercises,https://youtu.be/ybl3Cou9pTc?si=JueNIfJQhDPqdNml
225,2.0,1,2,2.0,1,How to stay calm when you know you'll be stressed by Daniel Levitin,https://youtu.be/8jPQjjsBbIc?si=er4JIPtOHUd2lZdd
226,0.0,0,0,2.0,1,How to remain calm under pressure according to Buddhism,https://youtu.be/qIDX-OkQvIM?si=w_IorHrknzueP877
227,2.0,0,0,3.0,1,Meditation for Anxiety - Yoga with Adriene,https://youtu.be/4pLUleLdwY4?si=nJitL1pBs60ujJhF
228,1.0,2,2,4.0,1,5 ways to Deal with Depression by Dr. Hansaji Yogendra,https://youtu.be/Bk0lzv8hEU8?si=V6N1MMmjYfupWH2I
229,3.0,0,1,4.0,1,Guided Mindfulness Meditation,https://youtu.be/O3Ku-cpdSJM
230,2.0,1,2,5.0,1,Guided Meditation,https://www.mindful.org/category/meditation/guided-meditation/
231,2.0,1,1,2.0,1,How to remain calm under pressure according Buddhism,https://youtu.be/qIDX-OkQvIM?si=FZCZVaXgHm_7lvAU
232,0.0,5,0,2.0,1,Mindful Meditation: 5-Minute Deep Breathing Mindful Relaxation,https://www.youtube.com/watch?v=he-tQOnDCWw
233,1.0,4,1,4.0,1,Body Scan Meditation - Jon Kabat-Zinn,https://www.youtube.com/watch?v=u4gZgnCy5ew
234,2.0,5,0,2.0,1,Yoga For Depression & Anxiety - Yoga With Adriene,https://www.youtube.com/watch?v=Sxddnugwu-8
235,3.0,2,1,0.0,1,Free Guided Meditation for Anxiety,https://www.youtube.com/watch?v=inpok4MKVLM
236,3.0,5,0,3.0,1,Guided Meditation for Self Love,https://www.youtube.com/watch?v=P-8ALcF8AGE
237,2.0,4,2,4.0,1,Overcoming Depression Through Meditation,https://www.health.harvard.edu/mind-and-mood/how-meditation-helps-with-depression
238,2.0,5,2,4.0,1,Meditation for Depression & Letting Go of Negative Thoughts,https://www.youtube.com/watch?v=eKf_G0ZSmBI
239,2.0,0,0,0.0,1,Guided Imagery Forest Path Meditation,https://www.youtube.com/watch?v=hoKWHs2CSx8
240,1.0,4,2,4.0,1,Self Compassion Meditation,https://self-compassion.org/guided-self-compassion-meditations-mp3-2/
241,2.0,3,1,4.0,1,Live in Peace Knowing Everything Will Be OK,https://www.youtube.com/watch?v=TFOVFd-sXk0
242,1.0,4,2,3.0,1,Letting Go Body Scan Meditation,https://www.youtube.com/watch?v=U1nEoWX7lhg
243,2.0,5,1,5.0,1,Letting go of sadness meditation,https://www.youtube.com/watch?v=DUWTXkjKPyo
244,2.0,1,1,4.0,1,35 Minute Full Body STRETCH/YOGA for STRESS & ANXIETY,https://www.youtube.com/watch?v=cTix9GFQQnw
245,0.0,4,0,2.0,1,Soothing Ocean Wave Sounds,https://www.youtube.com/watch?v=vPhg6sc1Mk4
246,0.0,4,0,2.0,1,Accepting Anxiety - Guided Meditation,https://www.youtube.com/watch?v=6arfMc9Aj4k
247,2.0,5,1,5.0,1,Overcoming Depression Meditation,https://self-compassion.org/category/exercises/#dealing-with-difficult-emotions
248,0.0,4,0,4.0,1,Daily mindfulness practice for clarity and focus,https://www.youtube.com/watch?v=eGedag0bglU
249,4.0,0,0,0.0,1,Grounding techniques for panic attacks,https://www.healthline.com/health/grounding-techniques
250,0.0,4,0,3.0,1,Yoga for depression and anxiety,https://artoflivingretreatcenter.org/blog/7-easy-yoga-poses-for-depression-and-anxiety/
251,2.0,3,1,5.0,1,Loving-kindness meditation,https://www.mindful.org/a-loving-kindness-meditation-to-boost-compassion/
252,1.0,4,2,0.0,1,Morning meditation for clarity,https://goop.com/wellness/mindfulness/guided-meditation-for-morning/
253,2.0,2,1,4.0,1,Breathing exercises for anxiety,https://www.uofmhealth.org/health-library/uz2225
254,2.0,4,2,0.0,1,Walking meditation practice,https://ggia.berkeley.edu/practice/walking_meditation
255,1.0,4,0,1.0,1,Morning meditation for happiness,"https://www.happiness.com/magazine/health-body/morning-meditation/#:~:text=Find%20a%20comfortable%20sitting%20position,parts%20are%20of%20equal%20length."
256,0.0,2,0,1.0,1,Morning Meditation - Start Your Day In A Calm Way,https://www.youtube.com/watch?v=-0pBgI6yuwI
257,1.0,4,0,0.0,1,Mindfulness Meditation - Guided 10 Minutes,https://www.youtube.com/watch?v=6p_yaNFSYao
258,0.0,5,0,3.0,1,Yoga for Complete Beginners,https://www.youtube.com/watch?v=v7AYKMP6rOE&list=PLui6Eyny-UzwxbWCWDbTzEwsZnnROBTIL
259,1.0,3,0,4.0,1,Feeling Anxious? Try This Grounding Exercise,https://www.urmc.rochester.edu/behavioral-health-partners/bhp-blog/april-2018/5-4-3-2-1-coping-technique-for-anxiety.aspx
260,1.0,3,0,1.0,1,Try a 5 Minute Guided Meditation,https://www.youtube.com/watch?v=_TvsrNVyMSg
261,1.0,5,0,1.0,1,5 Minute Timer Guided Breathing Exercise for Anxiety,https://www.youtube.com/watch?v=DbDoBzGY3vo
262,1.0,5,0,1.0,1,20 Minute Zen Garden Sand Raking - Relaxing ASMR,https://www.youtube.com/watch?v=mfYRGgImhkY
263,3.0,5,0,0.0,1,Living Stress-Free: Simple Habits for Happiness,https://www.youtube.com/watch?v=W7_lafxj8ok
264,2.0,5,0,4.0,1,Yoga Poses to Improve Your Mood,https://www.youtube.com/watch?v=dmlOV0hZ76w
265,2.0,5,0,4.0,1,Yoga for Letting Go with Erin Motz,https://www.youtube.com/watch?v=wbrutThDk7o&list=PLgucfsRJS-Y-deWcDRdRXSRlHAaFZieTL
266,2.0,5,0,3.0,1,Morning Yoga For Energy Boost,https://www.youtube.com/watch?v=BPRE9o1cEgk
267,2.0,5,0,3.0,1,Yoga for Depression and Anxiety,https://artoflivingretreatcenter.org/blog/7-easy-yoga-poses-for-depression-and-anxiety/
268,2.0,5,0,3.0,1,Healing Trauma Meditation,https://www.youtube.com/watch?v=WXzreQ7Svo0
269,2.0,5,0,3.0,1,Grounding Techniques for Anxiety,https://www.therapistaid.com/worksheets/grounding-techniques.pdf
270,2.0,5,0,3.0,1,Deepak Chopra's 10 Minute Meditation,https://www.youtube.com/watch?v=BiYWp6I-RcE
271,2.0,5,0,3.0,1,Try Alternate-Nostril Breathing for Anxiety,https://www.healthline.com/health/alternate-nostril-breathing
272,2.0,5,0,3.0,1,Try a 5-Minute Body Scan Meditation,https://ggia.berkeley.edu/practice/body_scan_meditation
273,2.0,5,0,3.0,1,"Meditation for Deep Relaxation, Managing Depression, Release Negative Energy, Mental Health",https://www.youtube.com/watch?v=2HdGnqJ3iOw
274,2.0,5,0,3.0,1,Guided Meditation for Sadness and Hopelessness,https://www.youtube.com/watch?v=HM7oTRPwtUQ
275,2.0,5,0,3.0,1,Letting Go: A Guided Meditation,https://www.youtube.com/watch?v=2DXqMBXmP8Q
276,2.0,5,0,3.0,1,Self-Compassion Break Meditation,https://self-compassion.org/category/exercises/#guided-meditations
277,2.0,5,0,3.0,1,Release Anger and Fear Meditation,https://www.youtube.com/watch?v=hzvT0vy5cjE
278,2.0,5,0,3.0,1,Guided Meditation,https://www.youtube.com/watch?v=czKrFsqgtdc
279,2.0,5,0,3.0,1,Mindful Walking Meditation,https://www.youtube.com/watch?v=NfPBlRE4RIc
280,2.0,5,0,3.0,1,Self-Compassion Break Meditation Script,https://www.youtube.com/watch?v=3Ax8Y741rxA
281,3.0,2,1,0.0,1,Meditation for Anxiety and Depression,https://www.youtube.com/watch?v=6wl4j4gd2WI
282,2.0,5,0,3.0,1,Guided Meditation,https://www.youtube.com/watch?v=uwEaQk5VeS4
283,2.0,5,0,3.0,1,Guided Meditation for Releasing Negative Thoughts,https://www.youtube.com/watch?v=XFAiVN6WZvI
284,2.0,5,0,3.0,1,Body Scan Meditation for Letting Go,https://www.youtube.com/watch?v=U1nEoWX7lhg&t=13s
285,2.0,5,0,3.0,1,Self-Compassion Guided Meditation Script,https://self-compassion.org/category/exercises/#guided-meditations
286,2.0,5,0,3.0,1,Walking Meditation - 10 Minutes,https://www.youtube.com/watch?v=29sxsubdzj4
287,2.0,5,0,3.0,1,Loving Kindness Meditation for Depression Relief,https://ggia.berkeley.edu/practice/loving_kindness_meditation
288,1.0,1,0,1.0,1,Breathing exercises for anxiety,https://www.youtube.com/watch?v=AeMckI_nfP4
289,1.0,4,2,0.0,1,Guided Imagery meditation,https://www.youtube.com/watch?v=_ZeEPo8w-n8
290,3.0,5,2,5.0,1,Morning meditation for positivity,https://youtu.be/P2AUat93a8Q
291,1.0,2,2,0.0,1,Daily mindfulness routine for beginners,https://www.youtube.com/watch?v=cMwSxrkSX3E
292,1.0,2,2,2.0,1,Stress relief through breathing,https://youtu.be/tybOi4hjZFQ
293,0.0,4,1,5.0,1,Morning meditation - gratitude,https://www.youtube.com/watch?v=AXw1Q-40-rU
294,2.0,3,1,3.0,1,Overcoming anxiety meditation,https://youtu.be/ZToicYcHIOU
295,4.0,3,0,1.0,1,Managing anxiety through diet,https://www.medicalnewstoday.com/articles/322652
296,1.0,3,2,4.0,1,Managing worry through mindfulness,https://positivepsychology.com/mindfulness-for-anxiety/
297,0.0,4,1,3.0,1,Walking meditation for grounding,https://ggia.berkeley.edu/practice/walking_meditation
298,3.0,2,0,1.0,1,Yoga for emotional balance tutorial,https://www.ekhartyoga.com/classes/yoga-emotional-balance
299,2.0,3,2,4.0,1,Overcoming OCD intrusive thoughts,https://youtu.be/laeYq51SYA0
300,4.0,4,1,3.0,1,Walking meditation tutorial,https://ggia.berkeley.edu/practice/walking_meditation
301,1.0,2,0,1.0,1,Reducing anxiety through mindfulness,https://www.choosingtherapy.com/mindfulness-for-anxiety/
302,0.0,3,2,4.0,1,Grounding techniques for anxiety attacks,https://www.healthline.com/health/grounding-techniques
303,3.0,4,1,3.0,1,SELF-CARE ROUTINES - Over 80 Self-Care Ideas,https://www.youtube.com/watch?v=4LSTfMANYqk
304,2.0,2,0,1.0,1,Daily grounding mindfulness practices,https://positivepsychology.com/grounding-techniques/
305,4.0,3,2,4.0,1,Letting Go of Anxiety meditation,https://www.youtube.com/watch?v=6arfMc9Aj4k
306,1.0,4,1,3.0,1,Accepting Anxiety meditation,"https://www.healthline.com/health/anxiety/meditation-for-anxiety#:~:text=Body%20scan%20meditation&text=Take%20a%20few%20deep%20breaths,it%20feels%20in%20the%20moment."
307,2.0,0,2,2.0,1,How Meditation Helped Me with Depression – Motivation,https://insighttimer.com/spikegillespie/guided-meditations/intro-how-meditation-helped-me-with-depression
308,2.0,6,1,4.0,1,Guided Mindfulness Meditation to Relax and be Calm,https://www.youtube.com/watch?v=caq8XpjAswo
309,2.0,2,0,4.0,1,Tibetan Flute Healing Stops Overthinking,https://www.youtube.com/live/Wi_dQEtX4AQ?si=Movm1k2ssbpACoMu
310,3.0,4,0,0.0,1,Daily Calm | 10 Minute Mindfulness Meditation | Be Present,https://www.youtube.com/watch?v=ZToicYcHIOU
311,1.0,3,0,0.0,1,ASMR Relaxing & Satisfying Video for Deep Sleep & Mental Massage,https://www.youtube.com/watch?v=TTXcHEMfLb4
312,0.0,2,1,1.0,1,What To Do When You Are Confused | Sadhguru,https://www.youtube.com/watch?v=uHM1redKS2Q
313,0.0,0,2,0.0,1,How To Be Calm and Peaceful Within | Buddhism In English,https://www.youtube.com/watch?v=sm0i1Y4g_zA
314,0.0,0,1,0.0,1,How to remain calm under pressure... Buddhism In English,https://www.youtube.com/watch?v=qIDX-OkQvIM
315,0.0,4,0,1.0,2,How Meditation Helped Me with Depression Motivation,https://insighttimer.com/spikegillespie/guided-meditations/intro-how-meditation-helped-me-with-depression
316,2.0,2,1,1.0,2,Overcome depression & Anxiety,https://youtu.be/ga-MniJxQz8?si=FNY-kCh7hT5wjZKm
317,1.0,2,0,2.0,2,Overcome Depression & Anxiety,https://youtu.be/ga-MniJxQz8?si=FNY-kCh7hT5wjZKm
318,3.0,6,0,2.0,2,How to conquer sadness and depression,https://youtu.be/8aIghRZN32U?si=BGaBle4s2_UtnAGZ
319,2.0,0,2,3.0,2,"Stop Overthinking Everything (Steve Harvey, Jim Rohn, Les brown, Tony Robbins) Motivational Speech",https://www.youtube.com/watch?v=4tkOlIsRVVE
320,0.0,3,1,1.0,2,How To Be Happy | Buddhism In English,https://youtu.be/JJ9GD0SiwEc?si=WiwhlITEQ7AkKmSl
321,1.0,5,2,2.0,2,When life brakes you - Powerful motivational speech,https://youtu.be/0cwtNOq_k4w?si=aPS0WKTdw4AAPWjW
322,3.0,2,0,2.0,2,Don't die before your death by Muniba Mazari,https://youtu.be/meOWV1w2GE8?si=NMNGl87YfeWyj6LU
323,1.0,5,2,1.0,2,The Power Of Positivity,https://youtu.be/HwLK9dBQn0g?si=l9EpZsODY-5U91gp
324,0.0,6,1,2.0,2,Erasing Fears & Trauma Based on the Modern Neuroscience of fear,https://youtu.be/31wjVhCcI5Y?si=GBVNY3PrEZYKYehe
325,1.0,2,1,1.0,2,How to get your brain to focus,https://youtu.be/Hu4Yvq-g7_Y?si=MuvslgiV3J96yRuk
326,2.0,5,0,4.0,2,How to conquer sadness and depression,https://youtu.be/8aIghRZN32U?si=BGaBle4s2_UtnAGZ
327,0.0,6,0,2.0,2,Priyanka Chopraâ€™s Speech Will Leave You SPEECHLESS â€” Best Life Advice,https://www.youtube.com/watch?v=edIctUyd4RQ
328,1.0,6,2,1.0,2,"FEAR - Best Motivational Video Speeches Compilation for Success, Students & Entrepreneurs",https://www.youtube.com/watch?v=DnS3vDtOkbs
329,0.0,1,1,1.0,2,Lone Wolf - Motivational video,https://www.youtube.com/watch?v=gMFc7agO09w
330,3.0,4,1,2.0,2,How To Control Your Mind,https://www.youtube.com/watch?v=_Tqn03eYvBM
331,2.0,0,1,4.0,2,How to Replace Anxiety With Purpose,https://www.youtube.com/watch?v=crUusAyzPxo
332,0.0,1,0,2.0,2,MENTAL TOUGHNESS - Focus on Yourself and Improve Your Life,https://www.youtube.com/watch?v=VxMJAOVVDQM
333,1.0,2,0,1.0,2,TEDx Talk - Ideas about how to be happy,https://www.youtube.com/watch?v=9mbp0DugfCA
334,2.0,4,2,3.0,2,Les Brown motivation speech,https://www.youtube.com/watch?v=My1OlYiR69Q
335,1.0,1,0,3.0,2,TED talk on fulfilment,https://www.youtube.com/watch?v=3CH8JX1eLCE
336,0.0,1,0,4.0,2,Inspirational speech on resilience,https://www.youtube.com/watch?v=s8PN_eq35vA
337,3.0,1,0,1.0,2,Uplifting speeches compilation,https://www.youtube.com/watch?v=f4KsEUiw3gA
338,2.0,2,0,2.0,2,Positive thinking compilation,https://www.youtube.com/watch?v=fpNZZR_W2Io
339,1.0,5,0,1.0,2,Life changing speeches,https://www.youtube.com/watch?v=BwjnG45zO5U
340,0.0,0,0,2.0,2,Inspirational speeches for success,https://www.youtube.com/watch?v=BwjnG45zO5U
341,2.0,4,0,3.0,2,Jim Carrey - Best Speech Ever (Inspiration For Depression & Hard Times),https://www.youtube.com/watch?v=F2RousymNt0
342,1.0,4,0,4.0,2,Best Motivational Video Speeches Compilation,https://www.youtube.com/watch?v=ngO2JPN8OoA
343,0.0,5,0,0.0,2,Jocko Willink Motivational Speech,https://www.youtube.com/watch?v=IdTMDpizis8
344,3.0,6,0,3.0,2,Believe In Yourself Motivational Video,https://www.youtube.com/watch?v=kz7n9JxHrN0
345,2.0,4,0,0.0,2,When you feel like quitting,https://www.youtube.com/watch?v=2NZDp0E-HFc
346,1.0,2,0,3.0,2,Denzel Washington Motivational Speech,https://www.youtube.com/watch?v=tbnzAVRZ9Xc
347,0.0,0,0,0.0,2,Kevin Hart Motivational Speech,https://www.youtube.com/watch?v=ZtHl39RjQPk
348,2.0,4,0,3.0,2,Jim Carrey - Best Speech Ever,https://www.youtube.com/watch?v=aWTH7Kp2lfE
349,1.0,4,0,4.0,2,You are strong,https://www.youtube.com/watch?v=-GXfLY4-d8w
350,3.0,6,0,3.0,2,Believe In Yourself Motivational Video,https://www.youtube.com/watch?v=i5Q02YX2VTw
351,2.0,4,0,0.0,2,Best Motivational Videos Compilation,https://www.youtube.com/watch?v=ucgEhs93-ss
352,0.0,0,0,0.0,2,Kevin Hart Motivational Speech,https://www.youtube.com/watch?v=Ch01-mFqlk8
353,2.0,4,0,3.0,2,Jim Carrey - Best Speech Ever (Inspiration For Depression & Hard Times),https://www.youtube.com/watch?v=aWTH7Kp2lfE
354,1.0,4,0,4.0,2,Best Motivational Video Speeches Compilation,https://www.youtube.com/watch?v=6BwNJLVkKlo
355,0.0,3,0,3.0,2,"Deshauna Barber ""GIVING UP IS THE BIRTH PLACE OF REGRETS""",https://www.youtube.com/watch?v=w71aDaGAtHs
356,3.0,5,0,4.0,2,The Keys To Success - Best Motivational Video,https://www.youtube.com/watch?v=FN0_ow76hU8
357,2.0,6,0,5.0,2,Retired Navy SEAL Explains How to Build Mental Toughness,https://www.youtube.com/watch?v=Bu0HUpRbrXk
358,1.0,4,0,0.0,2,One of the Best Motivational Videos Ever! (Success Hustle and Motivation),https://www.youtube.com/watch?v=HJaheJ0FKXI
359,0.0,2,0,2.0,2,Failing Forward - Motivational Video,https://www.youtube.com/watch?v=HLyIs8u9nkA
360,4.0,0,0,3.0,2,Les Brown - STOP Negative Thinking and BELIEVE IN YOURSELF!,https://www.youtube.com/watch?v=tRGu6QywEBQ
361,2.0,3,0,4.0,2,Arnold Schwarzenegger's motivational speech,https://www.youtube.com/watch?v=kzSBrJmXqdg
362,1.0,1,0,5.0,2,How Bad Do You Want It? (Success) HD,https://www.youtube.com/watch?v=lsSC2vx7zFQ
363,1.0,3,0,5.0,2,How to Stay Motivated,https://www.youtube.com/watch?v=7sxpKhIbr0E
364,0.0,5,0,1.0,2,TED Talks to Inspire,https://www.ted.com/playlists/250/talks_to_help_you_shake_up_your
365,2.0,6,1,1.0,2,FIGHT THROUGH THE FEAR,https://www.youtube.com/watch?v=UakNYMoebRQ
366,2.0,5,2,2.0,2,Getting Unstuck by Mel Robbins,https://www.youtube.com/watch?v=PY9DcIMGxMs
367,4.0,4,0,0.0,2,Kid President Pep Talk,https://www.youtube.com/watch?v=l-gQLqv9f4o
368,0.0,4,0,1.0,2,How Meditation Helped Me with Depression â€“ Motivation,https://insighttimer.com/spikegillespie/guided-meditations/intro-how-meditation-helped-me-with-depression
369,2.0,2,1,1.0,2,Overcome depression & Anxiety,https://youtu.be/ga-MniJxQz8?si=FNY-kCh7hT5wjZKm
370,1.0,2,0,2.0,2,Overcome Depression & Anxiety,https://youtu.be/ga-MniJxQz8?si=FNY-kCh7hT5wjZKm
371,3.0,6,0,2.0,2,How to conquer sadness and depression,https://youtu.be/8aIghRZN32U?si=BGaBle4s2_UtnAGZ
372,2.0,0,2,3.0,2,"Stop Overthinking Everything (Steve Harvey, Jim Rohn, Les brown, Tony Robbins) Motivational Speech",https://www.youtube.com/watch?v=4tkOlIsRVVE
373,0.0,3,1,1.0,2,How To Be Happy | Buddhism In English,https://youtu.be/JJ9GD0SiwEc?si=WiwhlITEQ7AkKmSl
374,1.0,5,2,2.0,2,When life brakes you - Powerful motivational speech,https://youtu.be/0cwtNOq_k4w?si=aPS0WKTdw4AAPWjW
375,3.0,2,0,2.0,2,Don't die before your death by Muniba Mazari,https://youtu.be/meOWV1w2GE8?si=NMNGl87YfeWyj6LU
376,1.0,5,2,1.0,2,The Power Of Positivity,https://youtu.be/HwLK9dBQn0g?si=l9EpZsODY-5U91gp
377,0.0,6,1,2.0,2,Erasing Fears & Trauma Based on the Modern Neuroscience of fear,https://youtu.be/31wjVhCcI5Y?si=GBVNY3PrEZYKYehe
378,1.0,2,1,1.0,2,How to get your brain to focus,https://youtu.be/Hu4Yvq-g7_Y?si=MuvslgiV3J96yRuk
379,0.0,4,0,0.0,2,FIGHT DEPRESSION - Powerful Study Motivation,https://www.youtube.com/watch?v=1I9ADpXbD6c&pp=ygUebW90aXZhdGlvbmFsIHZpZGVvIGZvciBkZXByZXNz
380,0.0,3,1,1.0,2,The Mindset of a Champion with Tim Grover,https://www.youtube.com/watch?v=3bYDi9wNTac
381,1.0,4,2,4.0,2,The Mindset of a Champion,https://www.youtube.com/watch?v=Tq1r6FiBfrE
382,1.0,4,2,3.0,2,Stop Procrastinating,https://www.youtube.com/watch?v=48jlHaxZnig
383,0.0,4,1,1.0,2,Learn to Live Fearlessly,https://www.youtube.com/watch?v=fkRNALoYK1E
384,1.0,1,2,3.0,2,Stop Worrying,https://www.youtube.com/watch?v=ePTWEOd8oHE
385,1.0,3,2,4.0,2,Believe in Yourself,https://www.youtube.com/watch?v=4mjRM7sbhFk
386,1.0,4,2,3.0,2,Get Unstuck and Make Progress,https://www.youtube.com/watch?v=7XFLTDQ4JMk&pp=ygUoZ2V0IHVuc3R1Y2sgYW5kIG1ha2UgcHJvZ3Jlc3MgbW90aXZhdGlvbg%3D%3D
387,2.0,4,1,4.0,2,Stay Strong,https://youtube.com/watch?v=NzWVEWyleyg
388,2.0,5,1,5.0,2,Feeling Down? Watch This!,https://www.youtube.com/watch?v=-SJywvgaJEI
389,2.0,4,2,0.0,2,Short inspirational video,https://www.youtube.com/watch?v=sVPYIRF9RCQ
390,1.0,2,1,3.0,2,Short inspirational speeches,https://www.youtube.com/watch?v=fLeJJPxua3E
391,0.0,4,1,5.0,2,Never give up - Motivational Video,https://www.youtube.com/watch?v=KxGRhd_iWuE
392,2.0,6,0,3.0,2,Overcoming self-doubt,https://www.youtube.com/watch?v=uFRsR1UuiPk
393,0.0,1,2,0.0,2,Believe in Yourself | Meditative Story,https://www.youtube.com/watch?v=v4u6zvGVLBg
394,0.0,3,0,3.0,2,Defeat Fear and Anxiety,https://www.youtube.com/watch?v=bb9g9mtDHZo
395,0.0,5,1,4.0,2,The Mindset of a Champion | Carson Byblow | TEDxYouth@AASSofia,https://www.youtube.com/watch?v=px9CzSZsa0Y
396,0.0,4,1,0.0,2,Louie Schwartzberg: Nature. Beauty. Gratitude.,https://www.ted.com/talks/louie_schwartzberg_nature_beauty_gratitude
397,2.0,0,0,2.0,2,Best Motivational Video Speeches Compilation,https://www.youtube.com/watch?v=6BwNJLVkKlo
398,1.0,0,1,3.0,2,Control Your Mind to Become Successful,https://www.youtube.com/watch?v=_Tqn03eYvBM
399,1.0,1,0,4.0,2,Master Your Mindset,https://www.youtube.com/watch?v=4AzpmZ7AjaQ
400,2.0,4,1,2.0,2,The Mindset of a Champion with Legendary Tennis Coach Nick Bollettieri,https://www.youtube.com/watch?v=U-KU4ho4GGQ&pp=ygVGVGhlIE1pbmRzZXQgb2YgYSBDaGFtcGlvbiB3aXRoIExlZ2VuZGFyeSBUZW5uaXMgQ29hY2ggTmljayBCb2xsZXR0aWVyaQ%3D%3D
401,2.0,1,1,2.0,2,5 Videos to Motivate Personal Growth and Success,https://www.youtube.com/watch?v=4ygRSS5sT2w&pp=ygUwNSBWaWRlb3MgdG8gTW90aXZhdGUgUGVyc29uYWwgR3Jvd3RoIGFuZCBTdWNjZXNz
402,2.0,1,1,2.0,2,The Most Inspiring Speech: The Wisdom of a Third Grade Dropout Will Change Your Life,https://www.youtube.com/watch?v=Bg_Q7KYWG1g&pp=ygVUVGhlIE1vc3QgSW5zcGlyaW5nIFNwZWVjaDogVGhlIFdpc2RvbSBvZiBhIFRoaXJkIEdyYWRlIERyb3BvdXQgV2lsbCBDaGFuZ2UgWW91ciBMaWZl
403,2.0,1,1,1.0,2,Arnold Schwarzenegger's Inspiring Life Story,https://www.youtube.com/watch?v=1bumPyvzCyo
404,0.0,1,1,0.0,2,Jocko Willink's Powerful Speech on Overcoming Adversity,https://www.youtube.com/watch?v=dKyWNwwxAyE
405,0.0,1,1,5.0,2,Jack Ma's Ultimate Advice for Students and Young People,https://www.youtube.com/watch?v=bXGhtjezJPY
406,0.0,1,1,4.0,2,Denzel Washington's Life Advice Will Change Your Future,https://www.youtube.com/watch?v=M99NCxR0a-Q
407,0.0,1,1,4.0,2,Matthew McConaughey Motivational Speech,https://www.youtube.com/watch?v=u8OySa4uZmU
408,0.0,1,1,4.0,2,Les Brown Motivational Speech,https://www.youtube.com/watch?v=gMWXMMUg5pI
409,0.0,1,1,4.0,2,Jim Carrey's Incredible Commencement Speech,https://www.youtube.com/watch?v=V80-gPkpH6M
410,0.0,1,1,4.0,2,Winston Churchill's Powerful Words on Overcoming Depression,https://www.youtube.com/watch?v=Bro3AqGNQl8
411,0.0,1,1,4.0,2,Will Smith's Best Life Lessons Advice,https://www.youtube.com/watch?v=jUzxY3rgbkI
412,0.0,1,1,4.0,2,Idris Elba's Inspiring Journey to Success,https://www.youtube.com/watch?v=EypkQxVYDYk
413,0.0,1,1,4.0,2,"Eric Thomas's inspirational ""You Owe You"" speech",https://www.youtube.com/watch?v=7Oxz060iedY
414,0.0,1,1,4.0,2,Tony Robbins's TED Talk on Why We Do What We Do,https://www.ted.com/talks/tony_robbins_why_we_do_what_we_do
415,0.0,1,1,4.0,2,Steve Jobs's Inspirational Stanford Commencement Speech,https://www.youtube.com/watch?v=1i9kcBHX2Nw
416,0.0,1,1,4.0,2,Personal & Professional BEST: Training Camp with Jon Gordon,https://www.youtube.com/watch?v=d8dvlH0nxIk
417,0.0,1,1,4.0,2,Bruce Lee's Wisdom to Live Your Life Successfully,https://www.youtube.com/watch?v=mpjjWq81VSw
418,0.0,1,1,4.0,2,Jim Rohn's Timeless Advice Will Change Your Life,https://www.youtube.com/watch?v=SDVwEtZDW7M
419,0.0,1,1,4.0,2,TD Jakes - NOTHING AS POWERFUL AS A CHANGED MIND,https://www.youtube.com/watch?v=sohYjDRopXo
420,0.0,1,1,4.0,2,Jim Carrey Commencement Speech About Following Your Dreams,https://www.youtube.com/watch?v=V80-gPkpH6M
421,0.0,1,1,4.0,2,Matthew McConaughey's Inspiring University of Houston Speech,https://www.youtube.com/watch?v=u8OySa4uZmU&t=1s
422,0.0,1,1,4.0,2,Arnold Schwarzenegger's Life Advice Will Change Your Future,https://www.youtube.com/watch?v=jJLkaGDt4U8
423,0.0,1,1,4.0,2,Short Motivational Video by Fearless Motivation,https://www.youtube.com/watch?v=xOvts_DTrlA
424,0.0,1,1,4.0,2,MENTAL TOUGHNESS,https://www.youtube.com/watch?v=IcViyJmh4HE
425,0.0,1,1,4.0,2,Inspirational video on Living Stress-Free,https://www.youtube.com/watch?v=xKhHJIUBY-w
426,3.0,6,1,4.0,2,Believe in Yourself | Meditative Story,https://www.youtube.com/watch?v=i5Q02YX2VTw
427,2.0,0,1,1.0,2,Arnold Schwarzenegger Motivational Speech,https://youtu.be/kzSBrJmXqdg
428,3.0,0,2,2.0,2,Les Brown motivational speech,https://www.youtube.com/watch?v=zMbgqfY9VuE
429,4.0,3,2,4.0,2,Eric Thomas motivational speech,https://www.youtube.com/watch?v=iqJpJLOyaoY
430,0.0,3,1,3.0,2,Nick Vujicic motivational speech,https://www.youtube.com/watch?v=jkZizIN5aEg&rco=1
